,Feature,Coef
0,Age,-0.12585340051357616
1,TotalSF,0.11006762400140692
2,SaleType_New,0.10824004986953113
3,OverallQual,0.1058684914305242
4,Neighborhood_Crawfor,0.09391362315400191
5,Neighborhood_StoneBr,0.0824162664532669
6,GrLivArea,0.07187602349803236
7,Exterior1st_BrkFace,0.0708000978393262
8,Functional_Typ,0.0658760135860048
9,RRAe,-0.06158392400665172
10,Artery,-0.05945834486586191
11,SaleCondition_Normal,0.058337737585191965
12,Neighborhood_Somerst,0.0552693360275676
13,CentralAir_Y,0.0498007903355442
14,KitchenAbvGr,-0.04371844911530579
15,BsmtQual_Ex,0.04265500236293723
16,MSZoning_RL,0.04225010416454621
17,HouseCond,0.0415766659487799
18,GarageCars,0.03833708725369335
19,Neighborhood_BrkSide,0.036484791021709366
20,Neighborhood_NridgHt,0.036146593583341845
21,MSZoning_FV,0.03568105401038073
22,LotArea,0.033639281393363744
23,BsmtUnfSF,-0.03216894861002514
24,Neighborhood_IDOTRR,-0.03204075736504907
25,BsmtExposure_Gd,0.03189810094430165
26,KitchenQual_Gd,-0.031542301386404556
27,MSSubClass_70,0.031408725623136284
28,MSSubClass_160,-0.030556193321867483
29,GarageQual_Gd_Ex,0.029803264281703875
30,Neighborhood_NoRidge,0.029172677461286073
31,KitchenQual_TA,-0.029117154962145526
32,OverallCond,0.02683235361680841
33,HasFireplace,0.02655825499771965
34,Foundation_PConc,0.024253610505378758
35,Neighborhood_Mitchel,-0.023231109559933086
36,Neighborhood_Edwards,-0.022987481693893128
37,Feedr,-0.02277739817453951
38,TotPorchDeckSF,0.021024105326122294
39,Neighborhood_NWAmes,-0.01954246092275403
40,MSSubClass_30,-0.018918568641148242
41,KitchenQual_Fa,-0.017849512881269302
42,LotConfig_CulDSac,0.01782802016156902
43,HeatingQC_TA,-0.017812826271739246
44,BsmtCond_Fa,-0.01698649658563577
45,Alley_Pave,0.01686808291894609
46,MSSubClass_90,-0.01634837117671766
47,HeatingQC_Fa,-0.015614878210685433
48,LotConfig_FR2,-0.014899756945852643
49,BsmtGLQFinSF,0.014816157016852283
50,RRAn,-0.014495095655706575
51,PavedDrive_Y,0.014166809532124661
52,GarageType_Detchd,0.013584724175891905
53,Exterior1st_Wd Sdng,-0.013481591400985251
54,Remod_Rcy,0.01194871449804829
55,MoSold_5,0.011946992662355365
56,TotalBath,0.011473552822150046
57,BsmtExposure_No,-0.011103517706470315
58,GarageQual_Po_Fa,-0.01100604827801212
59,GarageCond_TA,0.010247829096197737
60,ExterCond_TA,0.010246405659067268
61,MasVnrType_Stone,0.010132634574418807
62,HeatingQC_Gd,-0.00943411641105678
63,HasGarage,0.008633359325355175
64,BsmtQual_Gd,-0.008509015687854813
65,BldgType_Duplex,-0.00847808869121256
66,Exterior2nd_HdBoard,-0.008120699155319017
67,BsmtCond_TA,0.008065360815647682
68,Exterior1st_MetalSd,0.007956457429685744
69,Neighborhood_MeadowV,-0.00755262605676967
70,Neighborhood_Gilbert,-0.0075115593644782845
71,MoSold_11,-0.007493384277310999
72,MasVnrArea,0.0071459149965724614
73,GarageType_BuiltIn,0.006921640734581891
74,MoSold_7,0.005463748797649864
75,1stFlrSF,0.005460528695749095
76,Exterior2nd_Plywood,-0.004917652485342291
77,Neighborhood_ClearCr,0.004804913891761715
78,Neighborhood_OldTown,-0.0047707577272633715
79,MoSold_6,0.004622343099965852
80,MSZoning_RH,0.00416537905171913
81,BsmtExposure_Mn,-0.0033836037321161158
82,BsmtHasBath,-0.0032737417878357477
83,Fence_GdWo,-0.0027473510884890237
84,ExterQual_TA,-0.0026880916496526755
85,FireplaceQu_Gd,0.002574411551843202
86,BedroomAbvGr,-0.0023935576683001797
87,GarageFinish_Fin,0.002330111542159698
88,MoSold_9,-0.0022288945287285977
89,MoSold_10,-0.001949266400049959
90,MasVnrType_None,0.001698805326770655
91,Fence_MnPrv,0.0013000817010850184
92,LotFrontage,0.0012845782126227742
93,MSSubClass_20,0.0012078642909875586
94,LotShape_Reg,0.0011677172144197684
95,BsmtQual_TA,-0.0011252264387247122
96,Exterior1st_HdBoard,-0.0009911876770389654
97,Exterior1st_VinylSd,0.0005667387482117505
98,Neighborhood_SawyerW,-0.0003841156890035675
99,FireplaceQu_None,-0.0001230115307863061
100,GarageQual_TA,7.057083748365772e-05
101,MoSold_3,-6.605398677939158e-05
102,LowQualFinSF,5.447593764902188e-05
103,PosA,-0.0
104,PosN,-0.0
105,Has2ndFlr,-0.0
106,OverallQualCon,0.0
107,HasBsmt,-0.0
108,GarageFinish_RFn,-0.0
109,GarageFinish_Unf,0.0
110,GarageType_Attchd,0.0
111,GarageType_Basment,-0.0
112,GarageType_CarPort,-0.0
113,GarageCond_Fa,-0.0
114,GarageCond_Gd,0.0
115,BsmtQual_Fa,0.0
116,BsmtCond_Gd,-0.0
117,BsmtExposure_Av,0.0
118,LotConfig_Inside,-0.0
119,LandContour_HLS,0.0
120,LandContour_Low,-0.0
121,LandContour_Lvl,0.0
122,Exterior1st_CemntBd,-0.0
123,Exterior1st_Plywood,-0.0
124,Exterior1st_Stucco,0.0
125,Exterior1st_WdShing,0.0
126,Exterior2nd_BrkFace,-0.0
127,Exterior2nd_CmentBd,-0.0
128,Exterior2nd_ImStucc,0.0
129,Exterior2nd_MetalSd,0.0
130,Exterior2nd_Stucco,0.0
131,Exterior2nd_VinylSd,0.0
132,Exterior2nd_Wd Sdng,0.0
133,Exterior2nd_Wd Shng,-0.0
134,RoofMatl_Tar&Grv,-0.0
135,MoSold_12,0.0
136,MoSold_2,0.0
137,MoSold_4,0.0
138,MoSold_8,-0.0
139,MSZoning_RM,0.0
140,ExterCond_Fa,-0.0
141,ExterCond_Gd,-0.0
142,SaleCondition_Alloca,0.0
143,SaleCondition_Family,0.0
144,SaleCondition_Partial,0.0
145,Foundation_CBlock,-0.0
146,Foundation_Slab,0.0
147,SaleType_ConLD,0.0
148,SaleType_WD,-0.0
149,Alley_None,-0.0
150,Neighborhood_BrDale,0.0
151,Neighborhood_CollgCr,0.0
152,Neighborhood_NAmes,-0.0
153,Neighborhood_NPkVill,0.0
154,Neighborhood_SWISU,0.0
155,Neighborhood_Sawyer,0.0
156,Neighborhood_Timber,-0.0
157,Neighborhood_Veenker,0.0
158,LotShape_IR2,0.0
159,LotShape_IR3,-0.0
160,Electrical_FuseF,0.0
161,Electrical_SBrkr,-0.0
162,RoofStyle_Gable,0.0
163,RoofStyle_Gambrel,0.0
164,RoofStyle_Hip,-0.0
165,HouseStyle_1.5Unf,0.0
166,HouseStyle_1Story,-0.0
167,HouseStyle_2.5Unf,0.0
168,HouseStyle_2Story,-0.0
169,HouseStyle_SFoyer,0.0
170,HouseStyle_SLvl,0.0
171,BldgType_2fmCon,-0.0
172,BldgType_Twnhs,-0.0
173,BldgType_TwnhsE,0.0
174,Fence_MnWw,-0.0
175,Fence_None,0.0
176,LandSlope_Mod,-0.0
177,LandSlope_Sev,-0.0
178,MSSubClass_180,0.0
179,MSSubClass_190,-0.0
180,MSSubClass_45,0.0
181,MSSubClass_50,-0.0
182,MSSubClass_60,-0.0
183,MSSubClass_75,0.0
184,MSSubClass_80,0.0
185,MSSubClass_85,0.0
186,MasVnrType_BrkFace,-0.0
187,ExterQual_Fa,-0.0
188,ExterQual_Gd,0.0
189,FireplaceQu_Fa,-0.0
190,FireplaceQu_Po,0.0
191,FireplaceQu_TA,-0.0
